country_code,location,name,coordinates
NI,CHI,Chinandega,
NI,SDC,Ciudad Sandino,1209N 08620W
NI,CDG,Condega,1321N 08624W
NI,CIO,Corinto,
NI,RNI,Corn Island,
NI,DIR,Diriamba,1151N 08614W
NI,DIM,Diriomo,1152N 08603W
NI,DOL,Dolores,1151N 08613W
NI,ELB,El Bluff,
NI,EJC,El Jicaral,1243N 08622W
NI,ELL,El Sauce,1253N 08632W
NI,ETU,El Tuma,1304N 08545W
NI,ZEO,El Viejo,1240N 08710W
NI,EST,Esteli,1305N 08621W
NI,GRA,Granada,1156N 08557W
NI,JPA,Jalapa,1355N 08608W
NI,JNO,Jinotega,1306N 08600W
NI,JIN,Jinotepe,1151N 08612W
NI,JGP,Juigalpa,1205N 08524W
NI,GAT,La Gateada,1200N 08447W
NI,LIB,La Libertad,1213N 08510W
NI,LPC,La Paz Centro,1220N 08640W
NI,LTD,La Trinidad,1233N 08611W
NI,LM8,Las Maderas,1226N 08602W
NI,LEO,Leon,1226N 08653W
NI,ZLI,Libertad-Chontales,1213N 08510W
NI,ZLS,Los Brasiles,1216N 08556W
NI,MAL,Malacatoya,1209N 08550W
NI,MGA,Managua,
NI,MAC,Masachapa,1147N 08631W
NI,MSP,Masatepe,1155N 08690W
NI,MAS,Masaya,
NI,MTG,Matagalpa,
NI,MAE,Mateare,1214N 08625W
NI,MAT,Matiguas,1250N 08528W
NI,ZMN,Mina el Limon,1245N 08644W
NI,MR3,Miramar,1224N 08702W
NI,MR2,Miramar/Nagarote,1209N 08645W
NI,MTE,Montelimar,1149N 08631W
NI,NGE,Nagarote,1216N 08634W
NI,NAN,Nandaime,1145N 08603W
NI,NII,Nindiri,1200N 08607W
NI,NQO,Niquinohomo,1154N 08606W
NI,NUG,Nueva Guinea,1140N 08427W
NI,OCO,Ocotal,1338N 08629W
NI,PAL,Palacaguina,1327N 08624W
NI,PTI,Potosi,1300N 08730W
NI,PRI,Prinzapolca,
NI,PON,Pueblo Nuevo,1323N 08629W
NI,PUZ,Puerto Cabezas,
NI,PIB,Puerto Isabel,1322N 08334W
NI,PSN,Puerto Sandino,1211N 08645W
NI,QUI,Quilali,1334N 08602W
NI,RAM,Rama,1209N 08413W
NI,RIB,Rio Blanco,1256N 08513W
NI,RVV,Rivas,1126N 08549W
NI,RFS,Rosita,
NI,SBS,San Benito (San Francisco Libre),1234N 08617W
NI,SBT,San Benito (Tipitapa),1219N 08604W
NI,NCR,San Carlos,
NI,SFL,San Francisco Libre,1230N 01618W
NI,SJO,San Juan de Oriente,1154N 08605W
NI,SJS,San Juan del Sur,
NI,SJC,San Juan Rio Coco,1333N 08610W
NI,SLO,San Lorenzo,1223N 08540W
NI,SMR,San Marcos,1155N 08612W
NI,SRN,San Rafael del Norte,1313N 08607W
NI,SRS,San Rafael del Sur,1151N 08627W
NI,SEB,Sebaco,1251N 08605W
NI,SIU,Siuna,
NI,SOM,Somoto,1329N 08635W
NI,TEU,Teustepe,1223N 08547W
NI,TPA,Tipitapa,1212N 08606W
NI,TIM,Tisma,1205N 08601W
NI,TLN,Tola,1126N 08556W
NI,8LG,Totogalpa,1334N 08630W
NI,VER,Veracruz,1205N 08610W
NI,VEC,Villa El Carmen,1159N 08631W
NI,VSA,Villa Sandino,1203N 08459W
NI,WAS,Waslala,1314N 08523W
NI,WSP,Waspam,
NL,AAH,Aa en Hunze,5300N 00646E
NL,ALB,Aalburg,
NL,AAM,Aalsmeer,
NL,AMB,Aalsmeerderbrug,5216N 00445E
NL,AAL,Aalst,5157N 00532E
NL,LTE,Aalten,
NL,AZU,Aan de Zuwe,5210N 00454E
NL,AAR,Aardenburg,
NL,ADV,Aarlanderveen,5208N 00444E
NL,ARI,Aarle Rixtel,5130N 00538E
NL,AGT,Abbegaasterketting,5302N 00534E
NL,ABB,Abbekerk,
NL,ABK,Abbenbroek,
NL,ABE,Abbenes,5214N 00435E
NL,ABC,Abcoude,
NL,QCJ,Acht,
NL,ACH,Achterveld,5208N 00530E
NL,AHO,Achthoven,5203N 00459E
NL,AHZ,Achthuizen,5141N 00416E
NL,ACK,Achtkarspelen,5315N 00609E
NL,ADU,Aduard,5315N 00628E
NL,AEH,Aerdenhout,
NL,AKL,Akersloot,
NL,AKR,Akkrum,
NL,ABN,Albergen,
NL,ABL,Alblasserdam,
NL,AWD,Albrandswaard,5151N 00425E
NL,ALK,Alkmaar,5238N 00445E
NL,ALW,Allingawier,5303N 00527E
NL,ALM,Almelo,5221N 00640E
NL,AMN,Almen,5209N 00618E
NL,AER,Almere,5222N 00513E
NL,AKK,Almkerk,
NL,APH,Alphen,5129N 00457E
NL,APN,Alphen aan den Rijn,5208N 00440E
NL,AAC,Alphen-Chaam,5129N 00457E
NL,5RD,Alteveer,5241N 00629E
NL,VRT,Alteveer,5303N 00700E
NL,ART,Altforst,5151N 00534E
NL,AED,Ameide,5157N 00458E
NL,AML,Ameland,
NL,ZAI,America,5126N 00559E
NL,AMR,Amerongen,5200N 00528E
NL,AME,Amersfoort,5209N 00523E
NL,AMM,Ammerstol,5156N 00449E
NL,AMZ,Ammerzoden,
NL,ALH,Amstelhoek,5214N 00450E
NL,AMV,Amstelveen,
NL,ATR,Amstenrade,5056N 00556E
NL,AMS,Amsterdam,5224N 00449E
NL,ANL,Andel,
NL,ANT,Andelst,
NL,AND,Anderen,5300N 00641E
NL,AIJ,Andijk,
NL,REN,Angeren,5155N 00558E
NL,ANG,Angerlo,5159N 00608E
NL,AJM,Anjum,
NL,ANP,Anna Paulowna,5252N 00452E
NL,NNE,Annen,
NL,APE,Apeldoorn,
NL,APS,Appelscha,5257N 00622E
NL,APL,Appeltern,5150N 00535E
NL,APP,Appingedam,5319N 00652E
NL,ARC,Arcen,5129N 00611E
NL,ARK,Arkel,
NL,ARM,Arnemuiden,
NL,ARN,Arnhem,
NL,ARU,Arum,5308N 00529E
NL,ASC,Asch,5156N 00519E
NL,ASP,Asperen,
NL,ASS,Assen,
NL,ASD,Assendelft,
NL,AST,Asten,5124N 00544E
NL,ZAC,Augustinusga,5313N 00610E
NL,AVE,Avenhorn,
NL,AXL,Axel,5116N 00355E
NL,AZG,Azewijn,5153N 00618E
NL,BA2,Baak,5207N 00620E
NL,BGE,Baambrugge,5215N 00459E
NL,ARD,Baard,5309N 00540E
NL,BRA,Baarland,5124N 00352E
NL,BNS,Baarle-Nassau,
NL,BLO,Baarlo,
NL,BAA,Baarn,5213N 00516E
NL,BBR,Babberich,5154N 00607E
NL,BAD,Badhoevedorp,
NL,BXE,Baexem,
NL,BAF,Baflo,
NL,BAK,Bakel,5130N 00544E
NL,BKH,Bakhuizen,5252N 00527E
NL,BAL,Balk,
NL,BKB,Balkbrug,
NL,BAN,Bant,5246N 00545E
NL,BRR,Barendrecht,
NL,BAR,Barneveld,
NL,BGO,Barsingerhorn,5247N 00451E
NL,BHM,Bartlehiem,5317N 00550E
NL,BTH,Bathmen,
NL,BAV,Bavel,
NL,BED,Bedum,
NL,BGD,Beegden,5111N 00555E
NL,BEQ,Beek,
NL,ZAK,Beek,5132N 00557E
NL,BEE,Beek en Donk,
NL,BSR,Beemster,5255N 00500E
NL,BBB,Beers,5143N 00550E
NL,BSD,Beesd,
NL,BSL,Beesel,5116N 00602E
NL,BGM,Beetgum,5314N 00541E
NL,BTS,Beets,5235N 00458E
NL,BEZ,Beetsterzwaag,5330N 00650E
NL,BEI,Beilen,
NL,BSP,Beinsdorp,5217N 00435E
NL,BEW,Beiswijk,
NL,BFD,Belfeld,5119N 00607E
NL,NWR,Bellingwedde,5307N 00709E
NL,BEM,Bemmel,5154N 00554E
NL,BUW,Beneden-Leeuwen,5153N 00531E
NL,BEB,Bennebroek,
NL,BKM,Bennekom,
NL,BBK,Benningbroek,5242N 00502E
NL,HOP,Benschop,5200N 00459E
NL,BTO,Bentelo,5214N 00641E
NL,BHZ,Benthuizen,
NL,BEN,Bentveld,
NL,BRG,Berg,5120N 00551E
NL,BTT,Berg en Terblijt,
NL,BGB,Bergambacht,
NL,BEY,Bergeijk,5119N 00522E
NL,BRX,Bergen,5136N 00602E
NL,BGN,Bergen,5240N 04420E
NL,BEG,Bergen aan Zee,
NL,BZM,Bergen op Zoom,5130N 00418E
NL,BGH,Bergentheim,5232N 00637E
NL,BGI,Bergerheide,
NL,BGY,Bergeyk,5119N 00521E
NL,BHR,Bergharen,5151N 00540E
NL,BEH,Bergh-Autoweg,
NL,BHE,Berghem,5146N 00534E
NL,BEK,Bergschenhoek,5159N 00429E
NL,BGU,Bergum,
NL,BEJ,Beringe,5120N 00557E
NL,BKE,Berkel,
NL,BER,Berkel en Rodenrijs,5159N 00429E
NL,BES,Berkel-Enschot,
NL,KLL,Berkelland,5207N 00632E
NL,BKT,Berkhout,5238N 00500E
NL,BLU,Berlicum,5140N 00523E
NL,BLM,Berlikum,5315N 00539E
NL,EEZ,Bernheze,5144N 00532E
NL,BST,Best,5130N 00524E
NL,BEU,Beugen,
NL,BNN,Beuningen,5152N 00547E
NL,BEC,Beusichem,
NL,BEV,Beverwijk,
NL,BNZ,Biddinghuizen,5227N 00542E
NL,BIR,Bierum,5323N 00652E
NL,BRV,Biervliet,5119N 00341E
NL,BIT,Biest,5131N 00509E
NL,BZO,Biezenmortel,5137N 00511E
NL,BDR,Bilderdam,5213N 00443E
NL,BHV,Bilthoven,
NL,BNM,Binnenmaas,
NL,BDA,Birdaard,5318N 00553E
NL,BLD,Blaaksedijk,
NL,BLL,Bladel,
NL,BLA,Blaricum,
NL,BLW,Bleiswijk,
NL,BLE,Blerick,5122N 00610E
NL,BLG,Bleskensgraaf,
NL,BLI,Blije,5321N 00551E
NL,BMD,Bloemendaal,
NL,BLK,Blokker,
NL,BZL,Blokzijl,5243N 00558E
NL,BNH,Boarnsterhim,5305N 00549E
NL,BOA,Boazum,5305N 00541E
NL,BDK,Bobeldijk,5239N 00500E
NL,BOG,Bodegraven,5205N 00445E
NL,BRW,Bodegraven-Reeuwijk,5205N 00445E
NL,BCP,Boeicop,5156N 00507E
NL,BEL,Boekel,5136N 00540E
NL,BOE,Boekel,5235N 00445E
NL,BKL,Boekelo,
NL,BUE,Boesingheliede,
NL,BOL,Bolsward,
NL,BOK,Bontebok,5257N 00601E
NL,BZW,Boornzwaag,5253N 00534E
NL,BWW,Boornzwaag over de Wielen,5257N 00545E
NL,BMK,Boortmeerkerk,
NL,BRC,Borculo,
NL,BGR,Borger,5255N 00647E
NL,BOO,Borger-Odoorn,5253N 00652E
NL,BGW,Borgsweer,5318N 00701E
NL,BON,Born,5102N 00549E
NL,BRE,Borne,5218N 00645E
NL,BNB,Bornerbroek,
NL,BOR,Borssele,5125N 00343E
NL,BXC,Bosch,5116N 00535E
NL,UTB,Bosch En Duin,5207N 00515E
NL,BSK,Boskoop,
NL,BOS,Bosschenhoofd,5134N 00433E
NL,BSH,Bosscherheide,5134N 00605E
NL,BOT,Botlek,5153N 00417E
NL,BTA,Bourtange,5301N 00712E
NL,HRX,Boven-Hardinxveld,5149N 00453E
NL,BOV,Bovenkarspel,5241N 00514E
NL,BVL,Boven-Leeuwen,5153N 03310E
NL,BVI,Bovensmilde,5259N 00629E
NL,BOX,Boxmeer,
NL,BXT,Boxtel,
NL,BMT,Braamt,5155N 00616E
NL,BRK,Brakel,
NL,BTG,Brantgum,5321N 00556E
NL,BRD,Breda,5134N 00448E
NL,BDV,Bredevoort,5157N 00637W
NL,BRZ,Breezand,
NL,BRS,Breskens,5123N 00334E
NL,RUK,Breukelen,
NL,BRI,Brielle,
NL,BRT,Britsum,5315N 00547E
NL,BIW,Broek in Waterland,
NL,BRL,Broek op Langedijk,
NL,BRH,Broekhuizenvorst,5129N 00609E
NL,BCK,Bronckhorst,5203N 00618E
NL,BRO,Brouwershaven,
NL,BRU,Bruchem,
NL,BSE,Bruinisse,
NL,BRM,Brummen,
NL,BRN,Brunssum,
NL,BUD,Budel,
NL,BDD,Budel-Dorplain,5114N 00534E
NL,BNU,Buggenum,5114N 00559E
NL,BKA,Buitenkaag,5213N 00434E
NL,BUI,Buitenpost,5315N 00609E
NL,BNE,Bunde,5053N 00544E
NL,BUK,Bunnik,
NL,BNK,Bunnink,
NL,BUN,Bunschoten,
NL,BSB,Bunschoten-Spakenburg,5214N 00522E
NL,BUR,Buren,5154N 00520E
NL,BGG,Burgerbrug,5245N 00442E
NL,BVG,Burgervlotbrug,5245N 00441E
NL,BMS,Burgh Haamstede,5142N 00344E
NL,BHS,Burghsluis,5141N 00345E
NL,BWE,Burgwerd,5305N 00533E
NL,BUU,Burum,5316N 00614E
NL,SSO,Bussloo,5212N 00608E
NL,BSS,Bussum,
NL,CDK,Cadier En Keer,5050N 00546E
NL,CZD,Cadzand,5122N 00324E
NL,CTO,Callantsoog,5250N 00442E
NL,CPD,Camperduin,5245N 00439E
NL,CAP,Capelle,
NL,CPI,Capelle aan den IJssel,
NL,CSY,Castenray,5129N 00602E
NL,CAS,Castricum,
NL,CAA,Chaam,5130N 00452E
NL,CLI,Clinge,5128N 00410E
NL,COE,Coevorden,
NL,COL,Colijnsplaat,5136N 00351E
NL,CHJ,Colmschate,5215N 00613E
NL,COT,Cothen,
NL,CRK,Cranendonck,5118N 00535E
NL,CRI,Creil,5246N 00540E
NL,CIJ,Cromstrijen,5144N 00426E
NL,CRU,Cruquius,
NL,CUY,Cuijk,5144N 00553E
NL,CUB,Culemborg,
NL,TRE,Dalen,5242N 00645E
NL,DAL,Dalfsen,
NL,DAM,Damwald,5317N 00559E
NL,DTU,Dantumadeel,5317N 00600E
NL,DBI,De Bilt,
NL,BLS,De Blesse,5250N 00630E
NL,DBT,De Bult,5249N 00608E
NL,CDP,De Cocksdorp,5309N 00453E
NL,DFM,De Fryske Marren,5258N 00547E
NL,ZAM,De Glind,5207N 00532E
NL,OOR,De Goorn,5238N 00457E
NL,DHA,De Hare,5249N 00559E
NL,DHK,De Haukes,5253N 00456E
NL,DHE,De Heen,5137N 00416E
NL,EUG,De Heurne,5153N 00630E
NL,DEH,De Hoef,5212N 00450E
NL,DKP,De Kempen,
NL,DKL,De Klomp,5203N 00535E
NL,DKO,De Kooy,5255N 00448E
NL,DKR,De Krim,
NL,DKW,De Kwakel,
NL,DLR,De Lier,
NL,DLU,De Lutte,
NL,DMA,De Marne,5322N 00623E
NL,DEM,De Meern,
NL,DM9,De Moer,5137N 00500E
NL,DPO,De Pol,5308N 00631E
NL,DPS,De Poppe,5219N 00701E
NL,DRP,De Rijp,5234N 00451E
NL,RIP,De Rips,5133N 00548E
NL,RVE,De Ronde Venen,5212N 00452E
NL,RUY,de Ruyter,5218N 00403E
NL,DSG,De Steeg,5201N 00603E
NL,DSO,De Strook,5247N 00454E
NL,DEA,de Waal,5304N 00449E
NL,DWS,De Westereen,5315N 00602E
NL,DWK,De Wijk,5240N 00617E
NL,DWG,De Wilgen,5306N 00602E
NL,DEW,De Wilp,
NL,WOD,De Wolden,5240N 00626E
NL,DZK,De Zilk,
NL,DED,Dedemsvaart,
NL,DST,Deest,5153N 00540E
NL,DLL,Deil,5153N 00515E
NL,DEL,Delden,5216N 00643E
NL,DGW,Delfgauw,
NL,DFT,Delft,
NL,DZL,Delfzijl,5231N 00656E
NL,DMK,Demmerik,5212N 00456E
NL,DBM,Den Bommel,
NL,DBG,Den Burg,5302N 00447E
NL,DDO,Den Dolder,
NL,DHM,Den Ham,5316N 00625E
NL,DH2,Den Ham,5228N 00630E
NL,DHR,Den Helder,5257N 00446E
NL,DHO,Den Hool,5243N 00647E
NL,DHN,Den Hoorn,
NL,DTK,"Den Hoorn, Texel",5302N 00445E
NL,NB4,Den Hout,5139N 00449E
NL,DIL,Den Lip,5227N 00455E
NL,DEN,Denekamp,5223N 00659E
NL,DEU,Deurne,5128N 00548E
NL,AZQ,Deurningen,5218N 00650E
NL,DEV,Deventer,
NL,DDM,Didam,
NL,DIM,Diemen,
NL,DPH,Diepenheim,5212N 00633E
NL,DIR,Dieren,
NL,DSE,Diessen,5128N 00510E
NL,DIE,Diever,
NL,DVB,Dieverbrug,5251N 00620E
NL,DKS,Dijkshorne,5321N 00608E
NL,IKL,Dinkelland,5222N 00700E
NL,DIN,Dinteloord,
NL,DXP,Dinxperlo,
NL,DIK,Dirkshorn,5245N 00447E
NL,DRK,Dirksland,
NL,DWA,Dodewaard,5155N 00539E
NL,DRE,Doenrade,5058N 00554E
NL,DOE,Doesburg,
NL,DOI,Doetinchem,
NL,DOK,Dokkum,
NL,DBR,Domburg,5134N 00330E
NL,DMM,Dommelen,5121N 00526E
NL,DON,Dongen,
NL,DDE,Dongeradeel,5320N 00600E
NL,DNU,Dongjum,5313N 00533E
NL,DNO,Donkerbroek,5301N 00614E
NL,DSI,Doodstil,5324N 00640E
NL,DOO,Doorn,
NL,CGH,Doornenburg,5153N 00600E
NL,DOS,Doornspijk,5225N 00549E
NL,DOW,Doorwerth,5158N 00548E
NL,DOR,Dordrecht,5147N 00438E
NL,DRS,Dorst,4135N 00451E
NL,DRA,Drachten,
NL,ND5,Dreischor,5141N 00359E
NL,DPT,Drempt,5200N 00610E
NL,DUM,Dreumel,5151N 00526E
NL,DRI,Driebergen,
NL,DRB,Driebergen-Rijsenburg,5203N 00517E
NL,DB2,Drieborg,5312N 00711E
NL,DBU,Driebruggen,5203N 00448E
NL,DRL,Driel,5158N 00549E
NL,DSM,Driesum,5318N 00603E
NL,D8Z,Driewegen,5125N 00348E
NL,DRM,Drimmelen,5142N 00447E
NL,DNR,Dronrijp,5312N 00539E
NL,DRO,Dronten,
NL,DRN,Drunen,
NL,DRU,Druten,
NL,DUI,Duiven,
NL,DVT,Duivendrecht,5220N 00455E
NL,DUZ,Duizel,
NL,DUG,Dukenburg,5149N 00548E
NL,DUS,Dussen,5144N 00500E
NL,DWI,Dwingeloo,5250N 00622E
NL,ECH,Echt,
NL,ECD,Echteld,
NL,ETN,Echten,5243N 00624E
NL,EHU,Echtenerbrug,5252N 00549E
NL,ESU,Echt-Susteren,5106N 00552E
NL,EWI,Eck en Wiel,5157N 00526E
NL,ECK,Eckelrade,5048N 00546E
NL,EDM,Edam,
NL,EVO,Edam-Volendam,5230N 00503E
NL,EDE,Ede,
NL,EVN,Ederveen,5204N 00535E
NL,EED,Eede,
NL,EFE,Eefde,5210N 00614E
NL,LDE,Eelde,5308N 00633E
NL,EEL,Eelde-Paterswolde,5308N 00634E
NL,EJK,Eemdijk,5215N 00520E
NL,EES,Eemnes,5215N 00515E
NL,EEM,Eemshaven,
NL,EMO,Eemsmond,5324N 00640E
NL,EEN,Eenrum,
NL,EEE,Eerbeek,
NL,EWO,Eernewoude,5308N 00556E
NL,QCT,Eersel,
NL,EGL,Egchel,
NL,EAD,Egmond aan den Hoef,5237N 00439E
NL,EAZ,Egmond aan Zee,
NL,EDB,Egmond-Binnen,5236N 00439E
NL,EIB,Eibergen,
NL,EYS,Eijsden,
NL,EIJ,Eijsden-Margraten,5047N 00542E
NL,EIN,Eindhoven,5127N 00528E
NL,EKK,Ekkersrijt,5130N 00528E
NL,ELA,Elahuizen,5256N 00532E
NL,ELB,Elburg,
NL,EDN,Elden,5158N 00553E
NL,ELX,Ell,5113N 00548E
NL,ELL,Ellecom,
NL,EET,Ellemeet,5144N 00349E
NL,ELZ,Ellerhuizen,5317N 00637E
NL,ELS,Elsendorp,5135N 00546E
NL,BBT,Elshout,5142N 00508E
NL,ELO,Elsloo,5057N 00546E
NL,ELT,Elspeet,5217N 00547E
NL,QCU,Elst,5155N 00551E
NL,EML,Emmeloord,
NL,EMM,Emmen,
NL,EMC,Emmer-Compascuum,
NL,EME,Emmer-Erfscheidenveen,5249N 00659E
NL,EMP,Empe,5209N 00609E
NL,EPL,Empel,5144N 00520E
NL,ZAO,Emst,5219N 00559E
NL,EGM,Engelum,5314N 00543E
NL,ENG,Engwierum,
NL,ENK,Enkhuizen,
NL,ENX,Ens,
NL,ENS,Enschede,
NL,ENP,Enspijk,
NL,ENT,Enter,5218N 00635E
NL,EPE,Epe,
NL,EPN,Epen,
NL,EPS,Epse,5213N 00612E
NL,ERI,Eric,
NL,ERA,Erica,5243N 00656E
NL,ERM,Ermelo,
NL,ERP,Erp,
NL,ESB,Esbeek,5147N 00508E
NL,ESP,Espel,
NL,SET,Est,5151N 00519E
NL,ET2,Etten,5155N 00620E
NL,ETT,Etten Leur,5134N 00440E
NL,EUR,Europoort,
NL,EVD,Everdingen,5158N 00509E
NL,ANK,Everingen,5124N 00345E
NL,EVG,Everingen,5123N 00347E
NL,EWK,Ewijk,5152N 00544E
NL,EXZ,Exmorrazijl,5304N 00528E
NL,EYL,Eygelshoven,5054N 00603E
NL,EZI,Ezinge,5319N 00627E
NL,FAR,Farmsum,
NL,FEE,Feerwerd,
NL,FWR,Ferwerd,5320N 00550E
NL,FWD,Ferwerderadeel,5320N 00550E
NL,FFJ,Fijnaart,
NL,FIN,Finsterwolde,5312N 00705E
NL,FGM,Firdgum,5315N 00534E
NL,FLE,Fleringen,5223N 00648E
NL,DFG,Fluitenberg,5244N 06270E
NL,FJA,Fonejacht,
NL,FOR,Formerum,5223N 00518E
NL,FOX,Foxhol,
NL,FKP,Fraamklap,5320N 00638E
NL,FRK,Franeker,
NL,FKD,Franekeradeel,5311N 00532E
NL,AAN,Gaanderen,5156N 00621E
NL,GKN,Gaarkeuken,5315N 00619E
NL,GME,Gaastmeer,5258N 00533E
NL,GAM,Gameren,
NL,GAR,Garderen,
NL,GWO,Garmerwolde,5315N 00639E
NL,GRP,Garyp,5309N 00558E
NL,GAS,Gassel,
NL,GSS,Gasselternijveen,5259N 06051E
NL,GST,Gasteren,
NL,GTB,Geertruidenberg,
NL,GRV,Geervliet,
NL,GSB,Geesbrug,5244N 00638E
NL,GES,Geesteren,5225N 00644E
NL,GWU,Geeuwenbrug,5252N 00622E
NL,GFN,Geffen,5144N 00528E
NL,GDM,Geldermalsen,
NL,GLD,Geldrop,
NL,GOM,Geldrop-Mierlo,5125N 00534E
NL,GEE,Geleen,
NL,GEC,Gellicum,
NL,GEM,Gemert,
NL,GBA,Gemert-Bakel,5133N 00541E
NL,GMD,Gemonde,5137N 00521E
NL,GND,Genderen,
NL,GGN,Gendringen,
NL,GET,Gendt,5153N 00558E
NL,GNM,Genemuiden,
NL,GEN,Gennep,
NL,GLL,Geulle,5055N 00544E
NL,GIB,Giesbeek,
NL,GIS,Giessen,
NL,GSM,Giessendam,
NL,GIE,Giessenlanden,5153N 00457E
NL,GTN,Gieten,5310N 06460E
NL,GHO,Giethoorn,5244N 00604E
NL,GZE,Gilze,
NL,GIZ,Gilze En Rijen,5135N 00455E
NL,GZR,Gilzerijen,
NL,GLA,Glanerbrug,
NL,GDR,Goedereede,
NL,GOF,Goeree-Overflakkee,5145N 00410E
NL,GOE,Goes,
NL,GOJ,Goingarijp,5301N 00546E
NL,GOI,Goirle,
NL,GOO,Goor,
NL,GOR,Gorinchem,
NL,DJJ,Gorredijk,5300N 00604E
NL,ESL,Gorssel,5212N 00612E
NL,GOU,Gouda,
NL,GDK,Gouderak,
NL,GUN,Goudriaan,5154N 00454E
NL,GOW,Goudswaard,
NL,GBG,Gramsbergen,5237N 00641E
NL,GHK,Grashoek,5122N 00557E
NL,GAV,Grave,5145N 00544E
NL,GBC,Grevenbicht,
NL,GRI,Grijpskerk,5316N 00618E
NL,GRD,Groede,5123N 00330E
NL,GNK,Groenekan,5207N 00509E
NL,GRK,Groenendijk,5208N 00434E
NL,GRW,Groeneweg,5159N 00436E
NL,GWD,Groenewoud,5131N 00537E
NL,GRN,Groenlo,
NL,ZAT,Groesbeek,5147N 00556E
NL,GRS,Groessen,
NL,GRQ,Groningen,
NL,ELD,Gronsveld,5049N 00544E
NL,GDO,Groot Dochteren,5210N 00622E
NL,GRO,Groot-Ammers,5155N 00449E
NL,GOK,Grootebroek,5241N 00513E
NL,GTG,Grootegast,5313N 00617E
NL,GRU,Grouw,5306N 00550E
NL,GBV,Grubbenvorst,
NL,GPN,Gulpen,5049N 00554E
NL,GJK,Gytsjerk,5314N 00553E
NL,HFN,Haaften,5149N 00513E
NL,HGG,Haag,5131N 00555E
NL,HKH,Haaksbergen,
NL,HBK,Haaldersbroek,5229N 00450E
NL,HRA,Haaren,5136N 00514E
NL,HAA,Haarlem,
NL,HLR,Haarlemmerliede,5223N 00441E
NL,HMM,Haarlemmermeer,5200N 00400E
NL,ARL,Haarlo,5211N 00656E
NL,HSE,Haarsteeg,5143N 00512E
NL,HZS,Haarzuilens,5207N 00500E
NL,HCH,Haastrecht,
NL,HAE,Haelen,
NL,HSN,Hagestein,5159N 00507E
NL,HST,Haghorst,5130N 00513E
NL,HKG,Hakkelaarsbrug,5219N 00506E
NL,HDB,Halderberge,5135N 00432E
NL,HFW,Halfweg,
NL,ALE,Halle,5159N 00626E
NL,HLL,Hallum,
NL,HAL,Halsteren,
NL,HAD,Handel,5158N 00571E
NL,HNK,Hank,
NL,HAN,Hansweert/Schore,5126N 00400E
NL,HAP,Hapert,
NL,HPS,Haps,5141N 00552E
NL,HBH,Harbrinkhoek,5223N 00643E
NL,HBG,Hardenberg,
NL,HRD,Harderwijk,
NL,HGS,Hardinxveld,5149N 00452E
NL,HXG,Hardinxveld-Giessendam,5149N 00450E
NL,HRE,Haren,5310N 00636E
NL,HAF,Harfsen,5212N 00618E
NL,HKA,Harkema-Opeinde,5311N 00608E
NL,HAR,Harlingen,5311N 00526E
NL,HAM,Harmelen,
NL,HVL,Harreveld,5159N 00631E
NL,HSK,Harskamp,5208N 00545E
NL,HKD,Haskerdijken,5300N 00552E
NL,HKR,Haskerhorne,5257N 00549E
NL,HAS,Hasselt,
NL,HTM,Hattem,5228N 00604E
NL,HTK,Hattemerbroek,
NL,HAB,Haule,5320N 00618E
NL,HAU,Haulerwijk,
NL,HVE,Havelte,5246N 00615E
NL,HZK,Hazeldonk,5130N 00444E
NL,HAZ,Hazerswoude,
NL,HWD,Hazerswoude-Dorp,5206N 00435E
NL,HDL,Hedel,
NL,HDG,Hedel,5145N 00516E
NL,HDN,Hedel,5131N 00518E
NL,HHU,Hedikhuizen,5143N 00510E
NL,HEG,Heeg,5258N 00536E
NL,HEE,Heel,
NL,HSU,Heelsum,5159N 00545E
NL,HMV,Heemserveen,5235N 00634E
NL,HKE,Heemskerk,
NL,HMS,Heemstede,
NL,HDE,Heerde,5223N 00602E
NL,HRR,Heerde,5223N 00602E
NL,HRV,Heerenveen,
NL,HRW,Heerewaarden,
NL,HHW,Heerhugowaard,
NL,HKF,Heerjansdam,
NL,HLE,Heerle,5131N 00421E
NL,HEN,Heerlen,5055N 00602E
NL,HRL,Heerlen-Autoweg,
NL,HBN,Heesbeen,5144N 00507E
NL,HEC,Heesch,
NL,HSW,Heeswijk,5139N 00528E
NL,HET,Heeten,5219N 00616E
NL,HZE,Heeze,
NL,HEZ,Heeze-Leende,5123N 00535E
NL,HSM,Hegelsom,5126N 00602E
NL,HEB,Hei- en Boeicop,5157N 00505E
NL,HCP,Heicop,5157N 00506E
NL,HGN,Heigen,5140N 00558E
NL,HEJ,Heijen,
NL,HJY,Heijningen,5139N 00424E
NL,HIJ,Heijplaat,5153N 00425E
NL,HKT,Heikant,
NL,HEI,Heiligerlee,5309N 00701E
NL,HLO,Heiloo,
NL,HNN,Heinen,
NL,HOD,Heinenoord,
NL,HZA,Heinkensand,5129N 00349E
NL,HNO,Heino,
NL,HEK,Hekelingen,5149N 00420E
NL,HKO,Hekendorp,5201N 00449E
NL,HEL,Helden,
NL,HLD,Hellendoorn,5213N 00626E
NL,HSL,Hellevoetsluis,
NL,HUW,Hellouw,5150N 00510E
NL,HLM,Helmond,5129N 00540E
NL,HVO,Helvoirt,
NL,HEM,Hem,5239N 00511E
NL,HPE,Hempens,5311N 00550E
